fid,districtID,districtID_old,nameID,district_en,provinceID,province_bahasa,province_en,islandID,island_bahasa,island_en,district_bahasa,gfcf_2010,gfcf_2011,gfcf_2012,gfcf_2013,gfcf_2014,gfcf_2015,gfcf_2016,gfcf_2017,gfcf_2018,gfcf_2019,gfcf_2020,gfcf_2021,gfcf_2022,gfcf_2023,gfcf_2024,gfcf_2025
102,1604,1604,lahat,Lahat,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Lahat,3339.95,3528.36,3682.2,3908.95,3998.25,4002.26,4157.95,4313.24,4417.5,4498.43,4582,4351.08,4286.85,4372.73,4557.83,4650.98
103,1605,1605,musirawas,Musi Rawas,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Musi Rawas,3181.52,3294.72,3451.65,3631.28,3698.64,3699.83,3869.73,4011.17,4085.98,4056.01,4115.09,3845.84,3660.09,3720.69,3932.26,4017.48
104,1606,1606,musibanyuasin,Musi Banyuasin,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Musi Banyuasin,10425.56,10828.81,11435.69,11723.79,12290.17,12559.22,13248.28,13701.14,14091.52,13849,14258.45,13652.04,13102.41,13547.7,14419.41,14430.75
105,1607,1607,banyuasin,Banyuasin,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Banyu Asin,4106.95,4286.6,4554.94,4820.53,4870.96,4917.93,5276.62,5550.47,5817.68,5954.41,6121.69,5962.28,5964.81,6033.81,6227.25,6449.07
106,1608,1608,ogankomeringuluselatan,South Ogan Komering Ulu,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ulu Selatan,1338.39,1386.96,1440.13,1510.69,1578.96,1647.52,1728.23,1815.81,1904.57,1989.19,2012.63,1935.45,1938.67,1968.08,2064.91,2122.46
107,1609,1609,ogankomeringulutimur,East Ogan Komering Ulu,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ulu Timur,2373.24,2471.04,2568.42,2635.72,2759.6,2768.77,2972.22,3143.48,3292.87,3471.61,3545.86,3388.78,3393.72,3508,3721.01,3813.9
108,1610,1610,oganilir,Ogan Ilir,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Ilir,1500.43,1564.79,1640.75,1658.39,1773.54,1857.06,1991.77,2101.41,2183.5,2212.29,2281.45,2205.08,2173.39,2221.13,2343.9,2345.01
109,1611,1611,empatlawang,Empat Lawang,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Empat Lawang,817.67,857.76,907.81,937.79,988.58,991.74,1067.07,1124.87,1149.24,1180.45,1190.74,1168.9,1160.03,1186.87,1235.9,1229.08
110,1612,1612,penukalabablematangilir,Penukal Abab Lematang Ilir,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Penukal Abab Lematang Ilir,1122.3,1174.29,1242.84,1280.49,1330.89,1350.1,1426.25,1547.52,1558.92,1577.91,1620.44,1567.26,1507.67,1540.43,1593.33,1629.19
111,1613,1613,musirawasutara,North Musi Rawas,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Musi Rawas Utara,1159.17,1206.88,1267.05,1316.18,1370.97,1380.31,1456.96,1529.17,1573.25,1613.16,1648.76,1607.66,1537.96,1586.82,1654.69,1694.21
112,1671,1671,kotapalembang,Palembang City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Palembang,29471.36,31063.81,32677.68,34687.63,37320.61,37918.39,40687.17,44216.18,46429.07,47301.37,47072.74,46377.21,47051.05,48053.91,49733.05,51633.81
113,1672,1672,kotaprabumulih,Prabumulih City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Prabumulih,1330.75,1399.04,1464.69,1533.16,1647.7,1718.99,1833.19,1912.11,1979.75,1999.07,1983.99,1931.77,1907.33,1920.19,1997.03,2008.72
114,1673,1673,kotapagaralam,Pagar Alam City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Pagar Alam,679.53,702.6,742.47,779.89,787.72,784.68,815.45,834.39,849.3,841.81,857.52,836.11,816.76,830.42,864.26,886.58
115,1674,1674,kotalubuklinggau,Lubuklinggau City,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Kota Lubuklinggau,1435.78,1509.65,1592.04,1661.8,1709.08,1717.18,1831.34,1929.62,2009.65,2068.07,2043.31,2020.21,1974.52,1993.33,2071.26,2076.34
116,1701,1701,bengkuluselatan,South Bengkulu,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Bengkulu Selatan,838.9,907.02,981.95,1057.79,1138.68,1178.62,1253.39,1323.24,1383.22,1459.09,1440.63,1497.15,1550.08,1595.55,1639.04,1692.04
117,1702,1702,rejanglebong,Rejang Lebong,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Rejang Lebong,1358.06,1445.74,1561.55,1681.42,1808.46,1866.3,1968.13,2068.76,2164.59,2261.6,2219.94,2298.92,2391.03,2468.47,2543.85,2621.68
118,1703,1703,bengkuluutara,North Bengkulu,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Bengkulu Utara,1478.01,1558.61,1685.73,1821.47,1965.03,2057.8,2176.34,2304.38,2425.09,2541.05,2483.71,2565,2673.51,2752.37,2829.59,2919.98
119,1704,1704,kaur,Kaur,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Kaur,777.85,830.57,897.85,970.56,1054.87,1143.96,1224.11,1307.53,1367.36,1427.96,1399.33,1446.27,1493.6,1531.8,1564.43,1617.99
120,1705,1705,seluma,Seluma,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Seluma,1017.53,1090.78,1173.95,1267.99,1373.9,1426.51,1513.75,1601.15,1692.73,1793.55,1789.9,1878.39,1942.21,1978.47,2019.98,2070.2
121,1706,1706,mukomuko,Mukomuko,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Mukomuko,1142.89,1221.6,1323.93,1437.55,1551.77,1609.5,1694.2,1779.53,1895.11,1960.92,1915.61,1991.72,2073.72,2141.02,2194.64,2265.32
122,1707,1707,lebong,Lebong,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Lebong,801.89,862.12,932.54,990.51,1065.16,1119.45,1188.62,1255.53,1315.16,1380.21,1354.16,1384.5,1441.73,1479.2,1521.83,1574.17
123,1708,1708,kepahiang,Kepahiang,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Kepahiang,782.41,842.29,921.32,1002.86,1084.62,1119.4,1186.33,1243.63,1293.85,1357.23,1334.6,1380.98,1421.21,1467.47,1510.05,1565.22
124,1709,1709,bengkulutengah,Central Bengkulu,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Bengkulu Tengah,795.2,865.1,958.28,1023.67,1096.11,1139.01,1202.16,1266.49,1327.13,1387.54,1381.88,1422.39,1458.05,1500.75,1540.81,1584.78
125,1771,1771,kotabengkulu,Bengkulu City,17,Bengkulu,Bengkulu,1,Sumatera,Sumatera,Kota Bengkulu,2585.73,2767.53,2992.78,3279.55,3577.36,3755.26,4051.32,4397.67,4643.71,4897.46,4805.38,4984.01,5142.15,5351.58,5563.52,5817.42
126,1801,1801,lampungbarat,West Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Barat,1274.54,1493.24,1215.5,1270.57,1330.69,1403.96,1529.32,1629.46,1752.63,1863.07,1783.66,1867.77,1926.63,1996.87,2059.94,2144.8
127,1802,1802,tanggamus,Tanggamus,18,Lampung,Lampung,1,Sumatera,Sumatera,Tanggamus,1588.89,1784.21,1939.2,1987.6,2091.02,2222.19,2395.09,2519.95,2700.15,2839.15,2668.72,2769.94,2852.39,2961.52,3011.76,3578.48
128,1803,1803,lampungselatan,South Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Selatan,5780.26,6539.35,7237.61,7484.4,7914.16,8290.01,9116.84,9801.14,10623.16,11184.88,10568.2,10960.31,11283.08,11547.11,11676.54,12234.1
129,1804,1804,lampungtimur,East Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Timur,5152.47,5772.01,6324.21,6535.09,6869.95,7157.68,7734.41,8161.01,8821.52,9224.5,8793.06,9214.03,9364.09,9741.29,9916.58,10333.49
130,1805,1805,lampungtengah,Central Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Tengah,9339.47,10306.19,11136.87,11517.55,12182.12,12726.33,13757.15,14645.03,15857.94,16727.31,16146.71,16786.92,17175.69,17889.52,18199.04,19096.42
131,1806,1806,lampungutara,North Lampung,18,Lampung,Lampung,1,Sumatera,Sumatera,Lampung Utara,2648.37,3095.74,3483,3584.84,3773.8,4017.57,4384.49,4602.14,4977.57,5216.82,4951.52,5158.43,5285.24,5488.13,5555.62,5776.4
132,1807,1807,waykanan,Way Kanan,18,Lampung,Lampung,1,Sumatera,Sumatera,Way Kanan,1758.73,1958.03,2112.41,2164.03,2283.45,2497.9,2675.92,2817.88,3048.3,3218.43,3119.84,3229.96,3343.65,3481.85,3563.2,3693.83
133,1808,1808,tulangbawang,Tulang Bawang,18,Lampung,Lampung,1,Sumatera,Sumatera,Tulangbawang,2788.96,3166.07,3494.08,3624,3838.03,4061.49,4431.69,4766.87,5206.89,5501.14,5371.69,5608.87,5773.09,6015.56,6087,6405.54
134,1809,1809,pesawaran,Pesawaran,18,Lampung,Lampung,1,Sumatera,Sumatera,Pesawaran,1971.3,2189.34,2361.81,2444.16,2587.37,2716.67,2917.54,3081.14,3343.67,3534.27,3354.08,3494.79,3582.54,3740.39,3819.35,4045.01
135,1810,1810,pringsewu,Pringsewu,18,Lampung,Lampung,1,Sumatera,Sumatera,Pringsewu,1307.44,1459.36,1594.52,1656.41,1751.65,1845.95,1988.4,2134.5,2322.9,2435.3,2313.5,2423.54,2497.64,2601.48,2617.54,2748.82
136,1811,1811,mesuji,Mesuji,18,Lampung,Lampung,1,Sumatera,Sumatera,Mesuji,1238.33,1393.97,1510.54,1585.5,1675.99,1737.34,1863.45,1986.6,2145.96,2266,2171.06,2274.61,2331.4,2464.21,2539.15,2629.86
137,1812,1812,tulangbawangbarat,West Tulang Bawang,18,Lampung,Lampung,1,Sumatera,Sumatera,Tulang Bawang Barat,1388.59,1546.98,1687.21,1768.52,1863.65,1946.59,2098.96,2245.39,2434,2565.73,2441.14,2493.33,2559.08,2646.13,2676.11,2806.19
138,1813,1813,pesisirbarat,Pesisir Barat,18,Lampung,Lampung,1,Sumatera,Sumatera,Pesisir Barat,0,0,453.11,473.26,499.97,521.52,570.75,605.47,652.79,727.03,670.11,702.02,732.58,752.69,760.16,786.83
139,1871,1871,kotabandarlampung,Bandar Lampung City,18,Lampung,Lampung,1,Sumatera,Sumatera,Kota Bandar Lampung,7160.12,7769.66,8335.36,8611.62,9183.69,9677.8,10456.91,11284.26,12326.11,12926.95,12477.99,13146.11,13501.53,14032.87,14326.95,14855.5
140,1872,1872,kotametro,Metro City,18,Lampung,Lampung,1,Sumatera,Sumatera,Kota Metro,529.87,585.82,639.39,665.05,706.69,744.31,817.46,857.2,912.12,947.19,898.01,937.72,959.72,999.45,1016.57,1054.96
141,1901,1901,bangka,Bangka,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Bangka,1300.18,1410.41,1479.45,1541.28,1602.82,1677.13,1764.84,1885.21,1997.9,2113.58,1964.3,2064.16,2136.44,2235.27,2223.2,2192.88
142,1902,1902,belitung,Belitung,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Belitung,973.99,1030.73,1094.45,1134.42,1177.23,1227.1,1306.58,1394.57,1493.64,1577.32,1484.46,1534.9,1580.33,1648.36,1650.93,1652.68
143,1903,1903,bangkabarat,West Bangka,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Bangka Barat,1045.8,1145.16,1202.91,1254.32,1313.48,1372.34,1437.36,1531.35,1617.66,1698.53,1561.44,1590.86,1681.05,1740.88,1736.35,1727.21
144,1904,1904,bangkatengah,Central Bangka,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Bangka Tengah,898.42,954.7,1005.57,1058.18,1113.09,1179.11,1274.68,1334.96,1430.45,1555.09,1447.98,1481.08,1541.16,1599.57,1580.47,1582.84
145,1905,1905,bangkaselatan,South Bangka,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Bangka Selatan,1032.28,1082.04,1139.42,1203.9,1257.11,1299.17,1378.1,1453.16,1542.79,1615.11,1496.36,1525.49,1572.43,1604.78,1583.43,1583.79
146,1906,1906,belitungtimur,East Belitung,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Belitung Timur,880.25,964.11,1006.91,1055.17,1107.28,1155.01,1249.23,1311.07,1379.83,1429.05,1312.29,1353.25,1459.87,1516.14,1519.91,1513.99
147,1971,1971,kotapangkalpinang,Pangkal Pinang City,19,Kepulauan Bangka Belitung,Bangka Belitung Islands,1,Sumatera,Sumatera,Kota Pangkal Pinang,1384.8,1477.08,1576.2,1667.96,1746.6,1834.07,1962.05,2118.24,2250.13,2394.62,2292.78,2379.09,2389.51,2553.06,2519.18,2492.87
148,2101,2101,karimun,Karimun,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Karimun,1601.82,1757.86,1934.87,1977.44,2167.14,2448.59,2694.45,3026.14,3385.97,3687.59,3728.64,3835.03,3931.22,4205.76,4446.01,4731.85
149,2102,2102,bintan,Bintan,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Bintan,4265.58,4549.25,4790.62,5092.67,5444.18,5696.77,6037.67,6389.57,6892.3,7417.04,7321.7,7377.41,7744.75,8254.09,9010.17,10139.55
150,2103,2103,natuna,Natuna,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Natuna,1518.52,1647.45,1743.02,1814.92,1905.12,1950.72,1987.08,2080.68,2143.6,2242.92,2210.33,2103.87,2173.41,2241.65,2445.87,2399.37
151,2104,2104,lingga,Lingga,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Lingga,675.9,726.5,780.34,840.1,898.92,834.99,854.09,981.82,1006.78,1120.46,1079.2,1101.9,1165.86,1253.22,1317.82,1284.4
152,2105,2105,kepulauananambas,Anambas Islands,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Kepulauan Anambas,1348.35,1437.21,1544.87,1664.69,1781.22,1900.46,2028.53,2111.61,2123.84,2228.57,2091.27,2133.46,2192.23,2335.93,2535.32,2604.91
153,2171,2171,kotabatam,Batam City,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Kota Batam,30366.45,32475.28,34876.53,37375.65,39461.13,41770.39,42160.76,42573.15,45426.69,48096.29,45848.29,47867.2,49689.98,53809.03,56235.12,61592.18
154,2172,2172,kotatanjungpinang,Tanjung Pinang City,21,Kepulauan Riau,Riau Islands,2,Sumatera,Sumatera,Kota Tanjung Pinang,5577.6,5889.63,6139.01,6495.85,6781.89,6782.51,6848.23,6743.62,6806.49,6878.28,6657.9,6660.65,6696.75,6751.3,6734.23,6615.1
155,3101,3101,kepseribu,Kepulauan Seribu,31,DKI Jakarta,DKI Jakarta,3,Jawa,Java,Kepulauan Seribu,180.18,191.3,193.97,201.69,201.18,206.66,209.54,224.91,236.67,252.12,249.08,250.82,261.47,271.57,286.54,299.86
156,3171,3171,kotajakartaselatan,South Jakarta City,31,DKI Jakarta,DKI Jakarta,3,Jawa,Java,Kota Jakarta Selatan,112766.6,120362.7,129964.2,137440.67,140693.09,144116.09,146693.31,155636.25,162637.84,164905.11,153746.23,155364.2,161863.76,167643.57,176746.89,184715.37
157,3172,3172,kotajakartatimur,East Jakarta City,31,DKI Jakarta,DKI Jakarta,3,Jawa,Java,Kota Jakarta Timur,77631.88,85065.32,95197.63,100978.21,104120.69,106936.6,108402.98,114933.55,120295.57,122062.39,113581.96,114840.97,120190.82,124622.16,130949.26,137071.19
158,3173,3173,kotajakartapusat,Central Jakarta City,31,DKI Jakarta,DKI Jakarta,3,Jawa,Java,Kota Jakarta Pusat,92747.6,102685.1,112205.86,119421.22,124383.36,127615.45,129598.73,137403.01,144097.16,146111.03,135722.54,137277.5,143819.07,149340.03,156808.45,164163.77
159,3174,3174,kotajakartabarat,West Jakarta City,31,DKI Jakarta,DKI Jakarta,3,Jawa,Java,Kota Jakarta Barat,102967.19,112208.99,123753.67,130659.08,134762.75,138387.26,140567.82,148974.72,155940.21,157766.24,146763.49,148437.52,155065.49,161101.28,169256.09,176751.61
160,3175,3175,kotajakartautara,North Jakarta City,31,DKI Jakarta,DKI Jakarta,3,Jawa,Java,Kota Jakarta Utara,105255.69,114112.86,125751.89,132627.4,136097.2,139309.71,141495.1,150114.18,157289.24,159477.68,149924.37,151506.14,158076.4,164174.95,173077.02,183002.53
161,3201,3201,bogor,Bogor,32,Jawa Barat,West Java,3,Jawa,Java,Bogor,21275.24,23447.11,25440.88,25226.62,26716.12,28298.87,29465.27,31276.73,33595.98,35316.75,32780.31,34966.06,34980.51,37221.62,39397.72,40397.46
162,3202,3202,sukabumi,Sukabumi,32,Jawa Barat,West Java,3,Jawa,Java,Sukabumi,8114.15,8795.98,9578.96,9633.86,10175.22,10629.43,11176.83,11945.26,12817.01,13464.78,12590.38,13471.7,13561.34,14366.01,15335.09,15810.57
163,3203,3203,cianjur,Cianjur,32,Jawa Barat,West Java,3,Jawa,Java,Cianjur,4875.51,5367.04,5953.21,5992.59,6357.53,6637.34,7245.31,7785.15,8318.08,8594.51,7891.46,8388.23,8526.37,9425.37,9514.56,9925.07
164,3204,3204,bandung,Bandung,32,Jawa Barat,West Java,3,Jawa,Java,Bandung,10739.1,11677.96,12603.69,11767.91,12772.6,13431.68,14283.39,15372.42,16323.53,16892.18,15796.48,16220.13,16703.05,17804.04,18728.26,19837.92
165,3205,3205,garut,Garut,32,Jawa Barat,West Java,3,Jawa,Java,Garut,6549.9,7347.48,8021.26,7628.48,8200.47,8516.39,9001.95,9445.06,9968.38,10357.26,9525.33,10194.86,10230.75,11013.59,11586,11982.21
166,3206,3206,tasikmalaya,Tasikmalaya,32,Jawa Barat,West Java,3,Jawa,Java,Tasikmalaya,3379.94,3460.76,3772.57,3888.71,4051.43,4231.22,4450.01,4790.77,5084.69,5401.34,5089.29,5436.93,5477.48,5499.81,6073.24,6088.17
167,3207,3207,ciamis,Ciamis,32,Jawa Barat,West Java,3,Jawa,Java,Ciamis,3313.78,3628.85,4046.65,4329.24,4516.23,4734.22,4931.95,5280.96,5327.3,5620.83,5276.69,5577.81,5584.09,5829.14,6049.13,6169.95
168,3208,3208,kuningan,Kuningan,32,Jawa Barat,West Java,3,Jawa,Java,Kuningan,2585.91,2835.84,3095.51,3140.78,3327.54,3470.44,3583.79,3822.81,4127.51,4326.9,4026.59,4299.56,4422.26,4569.5,4769.85,5160.28
169,3209,3209,cirebon,Cirebon,32,Jawa Barat,West Java,3,Jawa,Java,Cirebon,6734.22,7225.68,8312.99,8800.46,9090.58,9518.58,9957.03,10196.7,10671.19,11078.32,10093.69,10488.74,10489.98,10521.2,10724.16,10842
170,3210,3210,majalengka,Majalengka,32,Jawa Barat,West Java,3,Jawa,Java,Majalengka,3583.14,3927.33,4824.12,5080.25,5582.84,5916.88,6457.05,7261.93,7585.73,7848.13,7462.53,7980.04,8114.68,8647.48,9259.31,9871.86
171,3211,3211,sumedang,Sumedang,32,Jawa Barat,West Java,3,Jawa,Java,Sumedang,3516.48,3797.13,4254.63,4255.96,4491.02,4721.63,4988.03,5297.29,5716.22,5929.74,5487.01,5967.23,6068.62,6188.93,6229.88,6531.67
172,3212,3212,indramayu,Indramayu,32,Jawa Barat,West Java,3,Jawa,Java,Indramayu,5727.33,6320.95,6791.34,6643.52,7190.7,7530.83,7867.31,8348.32,8888.14,9258.97,8526.73,9162.81,9875.29,9849.77,10432.98,11037.78
173,3213,3213,subang,Subang,32,Jawa Barat,West Java,3,Jawa,Java,Subang,4668.27,5128.85,5510.94,5442.06,6030.43,6271.03,6539.36,6915.76,7311.36,7522.52,6911.88,7402.14,7657.51,8409.56,9267.88,9783.07
174,3214,3214,purwakarta,Purwakarta,32,Jawa Barat,West Java,3,Jawa,Java,Purwakarta,7176.69,7929.24,8883.76,8263.32,9212.39,9633.09,9962.55,10521.12,10752.07,11002.32,10086.52,10705.18,11075.46,11668.24,12465.14,12944.59
175,3215,3215,karawang,Karawang,32,Jawa Barat,West Java,3,Jawa,Java,Karawang,19456.83,21349.61,22779.17,19969.03,22680.09,23463.54,24350.25,25874.16,26591.11,27031.63,24206.7,25791.03,26683.95,28898.97,34672.59,38392.43
176,3216,3216,bekasi,Bekasi,32,Jawa Barat,West Java,3,Jawa,Java,Bekasi,29934.65,33094.1,36899.82,35081.13,39647.5,42406.39,44430.05,46995.21,50956.52,52360.95,45008.74,48458.99,49286.82,50732.54,55919.75,59032.43
177,3217,3217,bandungbarat,West Bandung,32,Jawa Barat,West Java,3,Jawa,Java,Bandung Barat,3940.93,4280.22,4659.33,4765.59,5168.96,5529.7,5754.66,6155.7,6588.32,6963.87,6529.16,7009.2,7050.77,7371.64,7726.05,7987.74
178,3218,3218,pangandaran,Pangandaran,32,Jawa Barat,West Java,3,Jawa,Java,Pangandaran,1102.19,1204.39,1343.84,1465.1,1527.25,1586.91,1654.84,1770.82,1776.08,1844.43,1684.38,1780.82,1764.57,1852.05,1986.64,2120.95
179,3271,3271,kotabogor,Bogor City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Bogor,5700.55,6254.89,6997.1,7198.15,8457.34,9154.98,9649.75,10204.41,10721.05,11293.06,10482.87,11113.12,11316.17,12381,12852.69,13605.09
180,3272,3272,kotasukabumi,Sukabumi City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Sukabumi,800.13,871.04,950.31,982.56,1039.43,1102.68,1173.01,1247.23,1336.14,1408.35,1319.26,1391.21,1396.15,1493.84,1582.57,1662.14
181,3273,3273,kotabandung,Bandung City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Bandung,32249.15,35254.72,39654.31,37751.2,40201.73,43638.12,46636.52,49748.51,53030.61,55371.02,49976.88,52725.06,53426.25,56883.72,60135.5,63101.15
182,3274,3274,kotacirebon,Cirebon City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Cirebon,2737.61,3016.12,3320.76,3493.86,3755.38,3930.17,4109.95,4302.33,4545.31,4737.01,4456.28,4533.55,4482.1,4738.26,5052.6,5578.54
183,3275,3275,kotabekasi,Bekasi City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Bekasi,11669.68,12843.47,14230.39,15320.29,16914.64,18047.03,19695.75,21558.07,23386.14,24667.9,22398.37,23406.33,23811.3,25264.16,27424.17,28366.78
184,3276,3276,kotadepok,Depok City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Depok,13660.07,14655.26,16356.07,16812.12,17524,18253.3,19861.64,21769.17,23947.91,25214.42,24317.22,25677.32,26108.54,27520.9,28929.83,30667.21
185,3277,3277,kotacimahi,Cimahi City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Cimahi,4768.14,5029.71,5535.69,5615.65,5908.66,6190.59,6469.5,6846.37,7284.43,7574.12,7033.98,7522.03,7540.09,8024.11,8646.3,8948.14
186,3278,3278,kotatasikmalaya,Tasikmalaya City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Tasikmalaya,2753.25,2947.71,3205.29,3377.02,3498.86,3733.02,4098.37,4433.46,4750.1,5028.16,4800.18,5095.88,5111.42,5447.11,5510.5,5703.5
187,3279,3279,kotabanjar,Banjar City,32,Jawa Barat,West Java,3,Jawa,Java,Kota Banjar,511.4,589.04,653.78,697.17,725.78,776.29,813.85,886.83,949.26,1000.03,934.97,1004.89,1026.8,1052.67,1097.99,1202.29
188,3301,3301,cilacap,Cilacap,33,Jawa Tengah,Central Java,3,Jawa,Java,Cilacap,9220.95,9978.28,10845.23,11213.77,11716.92,12308.44,12641.35,13486.91,14297.53,15151.2,14804.53,15625.77,16035.75,16714.68,17932.58,18747.69
189,3302,3302,banyumas,Banyumas,33,Jawa Tengah,Central Java,3,Jawa,Java,Banyumas,8227.64,8816.56,9739.48,10138.7,10647.09,11026.99,11739.34,12465.92,13440.46,14144.05,13269.74,14300.18,14666,15116.62,16154.94,16894.82
190,3303,3303,purbalingga,Purbalingga,33,Jawa Tengah,Central Java,3,Jawa,Java,Purbalingga,1932.49,2096.62,2357.46,2475.32,2606.1,2750.46,2897.37,3111.37,3382.69,3551.05,3372.54,3578.7,3658.63,3804.29,4048.49,4256.58
191,3304,3304,banjarnegara,Banjarnegara,33,Jawa Tengah,Central Java,3,Jawa,Java,Banjarnegara,1906.71,2038.33,2264.5,2357.23,2436.23,2539,2692.29,2856.87,3046.97,3209.14,3117.31,3328.19,3407.3,3547.31,3732.48,4079.91
192,3305,3305,kebumen,Kebumen,33,Jawa Tengah,Central Java,3,Jawa,Java,Kebumen,2449.71,2632.01,2868.46,3014.78,3209.02,3219.95,3498.36,3705.64,3910.34,4071.59,3759.07,4015.46,4109,4244.7,4381.18,4732.21
193,3306,3306,purworejo,Purworejo,33,Jawa Tengah,Central Java,3,Jawa,Java,Purworejo,2050.88,2201.49,2393.24,2580.89,2664.24,2768.61,2919.66,3120.29,3327.26,3495.37,3260.74,3498.22,3625.65,3771.1,3982.2,4238.98
194,3307,3307,wonosobo,Wonosobo,33,Jawa Tengah,Central Java,3,Jawa,Java,Wonosobo,1505.54,1605.56,1790.88,1885.64,1942.81,2059.12,2189.2,2318.25,2468.51,2586.13,2409.83,2576.78,2625.86,2696.51,2872.82,3062.65
195,3308,3308,magelang,Magelang,33,Jawa Tengah,Central Java,3,Jawa,Java,Magelang,3741.81,4031.19,4371.69,4501.62,4679.5,4889.69,5124.68,5481.95,6002.23,6303.16,5946.33,6313.79,6440.02,6798.34,7279.67,7653.4
196,3309,3309,boyolali,Boyolali,33,Jawa Tengah,Central Java,3,Jawa,Java,Boyolali,2741.6,2961.43,3280.15,3410.11,3553.34,3707.83,3894.48,4200.39,4414.64,4613.87,4358.14,4709.83,4813.49,5284.72,5661.37,6140.35
197,3310,3310,klaten,Klaten,33,Jawa Tengah,Central Java,3,Jawa,Java,Klaten,3558.99,3909.75,4413.46,4577.39,4785.93,5009.29,5109.76,5487.43,5794.2,6080.09,5680.88,6047.13,6504.23,7291.81,7835.58,7305.94
198,3311,3311,sukoharjo,Sukoharjo,33,Jawa Tengah,Central Java,3,Jawa,Java,Sukoharjo,3473.79,3848.97,4440.02,4667.82,4837.17,5014.09,5265.83,5597.86,5918.92,6234.52,5926.42,6246.54,6371.02,6646.41,7035.96,7438.71
199,3312,3312,wonogiri,Wonogiri,33,Jawa Tengah,Central Java,3,Jawa,Java,Wonogiri,2505.56,2735,3123.57,3260.41,3281.08,3408.23,3560.39,3818.79,4019.97,4201.38,4007.86,4248.65,4279.11,4557.5,4820.36,5014.66
200,3313,3313,karanganyar,Karanganyar,33,Jawa Tengah,Central Java,3,Jawa,Java,Karanganyar,3465.95,3694.49,4027.76,4190.41,4361.56,4541.36,4855.52,5265.59,5692.7,6131.66,5625.08,6050.44,6248.24,6593.26,7106.46,7599.97
201,3314,3314,sragen,Sragen,33,Jawa Tengah,Central Java,3,Jawa,Java,Sragen,3086.82,3392.69,3715.2,4010.05,4316.39,4674.57,5061.03,5486.72,5918.47,6264.36,5848.38,6302.77,6561.74,6889.89,7301.5,7737.29
