fid,districtID,districtID_old,nameID,district_en,provinceID,province,islandID,island,district_bahasa,gs_2010,gs_2011,gs_2012,gs_2013,gs_2014,gs_2015,gs_2016,gs_2017,gs_2018,gs_2019,gs_2020,gs_2021,gs_2022,gs_2023,gs_2024,gs_2025
453,8102,8102,malukutenggara,Southeast Maluku,81,Maluku,8,Maluku,Maluku Tenggara,513.51,564.78,615.63,666.7,701.32,740.07,782.47,808.1,813.91,795.85,676.31,694.99,669.99,673.57,692.27,623.85
454,8103,8103,malukutengah,Central Maluku,81,Maluku,8,Maluku,Maluku Tengah,1166.12,1276.81,1389.36,1501.23,1548.49,1667.35,1726.14,1731.72,1676.73,1838.73,1514.86,1533.77,1474.67,1480.02,1536.16,1385.37
455,8104,8104,buru,Buru,81,Maluku,8,Maluku,Buru,460.92,505.58,552.24,596.51,628.43,666.78,697.25,719.7,706.27,705.98,592.95,598.95,573.99,578.86,599.47,557.57
456,8105,8105,kepulauanaru,Aru Islands,81,Maluku,8,Maluku,Kepulauan Aru,410.8,451.62,491.86,525.58,557.96,626.2,660.91,681.73,660.88,660.41,549.95,560.25,533.05,535.39,548.06,491.72
457,8106,8106,serambagianbarat,West Seram,81,Maluku,8,Maluku,Seram Bagian Barat,580.8,634.34,689.63,725.18,761.8,820.37,851.32,872.76,851.91,849.93,714.93,738.38,708.53,710.75,734,678.77
458,8107,8107,serambagiantimur,East Seram,81,Maluku,8,Maluku,Seram Bagian Timur,480.58,530.54,577.9,620.56,649.23,713.42,729.01,755.73,757.94,927.53,767.89,795.75,776.35,778.68,800.18,718.19
459,8108,8108,malukubaratdaya,Southwest Maluku,81,Maluku,8,Maluku,Maluku Barat Daya,369.94,410.26,446.77,456.26,480.73,524.2,537.9,548.69,533.75,548.94,436.84,439.62,426.34,430.39,440.04,405.97
460,8109,8109,buruselatan,South Buru,81,Maluku,8,Maluku,Buru Selatan,355.57,392.84,430.19,468.99,494.19,554.36,570.14,578.97,581.04,587.77,489.97,511.71,494.93,499.01,514.6,465.33
461,8171,8171,kotaambon,Ambon City,81,Maluku,8,Maluku,Kota Ambon,1849.37,2035.22,2216.96,2364.58,2470.47,2719.32,2825.29,2863.9,2803.75,2909.85,2334.37,2403.69,2280.81,2289.14,2401.75,2241.45
462,8172,8172,kotatual,Tual City,81,Maluku,8,Maluku,Kota Tual,373.49,411.32,444.16,472.69,495.67,522,552.04,567.18,557.2,567.55,477.7,497.95,479.42,480.68,496.69,452.99
463,8201,8201,halmaherabarat,West Halmahera,82,Maluku Utara,8,Maluku,Halmahera Barat,312.7,346.83,370.1,390.96,413.55,440.58,460.73,468.81,496,527.53,466.02,419.3,440.91,463.37,565.12,517.11
464,8202,8202,halmaheratengah,Central Halmahera,82,Maluku Utara,8,Maluku,Halmahera Tengah,262.56,296.68,319.46,343.94,352.93,390.24,412.5,416.89,406.37,453.2,411.27,503.93,492.98,581.11,883.81,711.61
465,8203,8203,kepulauansula,Sula Islands,82,Maluku Utara,8,Maluku,Kepulauan Sula,237.73,261.37,274.44,290.1,313.03,335.64,341.51,350.74,377.42,402.88,382.59,372.25,474.9,460.97,528.71,470.54
466,8204,8204,halmaheraselatan,South Halmahera,82,Maluku Utara,8,Maluku,Halmahera Selatan,369.83,410.56,442.98,478.64,522.47,566.86,587.28,600.36,642.91,690.82,630.25,646.64,664.61,695.58,720.15,652.17
467,8205,8205,halmaherautara,North Halmahera,82,Maluku Utara,8,Maluku,Halmahera Utara,440.34,496.93,544.77,589.25,631.8,679.28,693.27,707.29,688.33,719.05,658.73,732.05,771.31,745.8,782.36,837.88
468,8206,8206,halmaheratimur,East Halmahera,82,Maluku Utara,8,Maluku,Halmahera Timur,325.83,366.63,391.12,413.64,448.93,480.19,486.8,500.54,489.46,489.31,455.46,452.42,497.73,588.37,792.81,719.43
469,8207,8207,pulaumorotai,Morotai Island,82,Maluku Utara,8,Maluku,Pulau Morotai,113.93,122.5,145.23,159.97,178.26,190.56,201.18,205.73,209.53,227.77,213.74,216.22,224.57,201.33,251.92,249.1
470,8208,8208,pulautaliabu,Taliabu Island,82,Maluku Utara,8,Maluku,Pulau Taliabu,76.47,85.02,89.98,93.83,96.41,102.95,107.34,113.75,132.63,143.85,125.85,135.24,134,142.07,151.85,132.45
471,8271,8271,kotaternate,Ternate City,82,Maluku Utara,8,Maluku,Kota Ternate,1223.15,1400.23,1484.25,1605.49,1736.93,1821.36,1866.51,1945.79,2109.73,2316.37,2146.51,2133.5,2257.66,2512.5,2737.77,2610.91
472,8272,8272,kotatidorekepulauan,Tidore Islands City,82,Maluku Utara,8,Maluku,Kota Tidore Kepulauan,852.86,968.65,1067.29,1164.32,1269.62,1380.08,1391.95,1443.47,1461.22,1615.91,1489.7,1507.7,1545.68,1656.16,1838.32,1521.87
473,9101,9101,fakfak,Fakfak,91,Papua Barat,9,Papua,Fakfak,904.04,940.82,1009.84,1088.61,1115,1146.23,1174.15,1194.47,1205.17,1232.86,1244.83,1060.01,1092.27,1148.97,1090.53,1090.18
474,9102,9102,kaimana,Kaimana,91,Papua Barat,9,Papua,Kaimana,567.91,634.35,723.57,795.71,874.8,1002.44,1036.25,1039.01,1041.07,1046.5,942.4,757.1,773.61,804.94,807.14,875.33
475,9103,9103,telukwondama,Teluk Bintuni,91,Papua Barat,9,Papua,Teluk Wondama,383.4,402.49,433.24,459.82,477.47,496.75,520.92,526.32,532.77,539.15,491.3,475.87,493.42,521,514.42,531.16
476,9104,9104,telukbintuni,Teluk Bintuni,91,Papua Barat,9,Papua,Teluk Bintuni,602.81,625.58,648.67,686.39,701.23,772.63,817.2,827.13,832.13,852.33,929.89,873.88,899.12,1112.69,1157.88,1150.65
477,9105,9105,manokwari,Manokwari,91,Papua Barat,9,Papua,Manokwari,1299.79,1428.17,1524.77,1563.78,1632.75,1692.43,1725.52,1733.42,1749.66,1825.77,1691.1,1687.67,1588.05,1885.09,1894.21,2000.19
478,9111,9111,manokwariselatan,South Manokwari,92,Papua Barat Daya,9,Papua,Manokwari Selatan,0,0,126.79,135.6,138.56,148.19,155.82,165.67,173.69,190.88,190.6,190.36,190.31,224.18,235.75,242.45
479,9112,9112,pegununganarfak,Pegunungan Arfak,92,Papua Barat Daya,9,Papua,Pegunungan Arfak,0,0,43.92,49.44,55.53,59.11,60.51,62.28,65.02,71.41,76.49,76.44,90.53,91.57,92.97,93.37
480,9201,9108,rajaampat,Raja Ampat,92,Papua Barat Daya,9,Papua,Raja Ampat,522.98,545.64,562.23,586.24,601.84,627.29,634.06,640.52,648.05,661.75,628.01,600.76,644.05,681.96,688.44,670.18
481,9202,9107,sorong,Sorong,91,Papua Barat,9,Papua,Sorong,876.92,930.47,971.35,1029.37,1085.36,1140.99,1175.99,1179.96,1189.94,1206.7,1126.57,991.29,1056.15,1149.68,1107.25,1182.2
482,9203,9106,sorongselatan,South Sorong,91,Papua Barat,9,Papua,Sorong Selatan,404.97,432.09,475.15,510.17,523.9,550.22,583.05,592.15,600.84,611.11,556.61,566.8,624.88,639.13,619.46,634.61
483,9204,9110,maybrat,Maybrat,92,Papua Barat Daya,9,Papua,Maybrat,227.35,242.08,260.13,279.94,284.23,317.03,350.98,356.84,362.24,368.7,368.66,374.08,382.36,403.54,394.54,395.75
484,9205,9109,tambrauw,Tambrauw,92,Papua Barat Daya,9,Papua,Tambrauw,54.58,58.88,64.78,70.46,76.06,78.95,81.74,85.35,86.58,94.16,92.16,98.62,104.73,112.99,113.54,116.82
485,9271,9171,kotasorong,Sorong City,92,Papua Barat Daya,9,Papua,Kota Sorong,937.01,996.92,1088.36,1194.72,1278.4,1338.94,1341.39,1344.98,1337.43,1459.27,1380.9,1290.01,1328.63,1491.1,1448.08,1398.97
486,9403,9403,jayapura,Jayapura,94,Papua,9,Papua,Jayapura,903.56,928.13,1019.7,1106.8,1421.37,1495.58,1600.41,1663.88,1690,1722.44,1795.64,1805.78,1867.46,1921.19,1958.1,1960.14
487,9408,9408,kepulauanyapen,Yapen Islands,94,Papua,9,Papua,Kepulauan Yapen,402.78,415.32,441.43,474.99,391.17,412.33,423.95,437.56,440.31,442.22,431.07,428.86,442.77,458.73,469.22,470.92
488,9409,9409,biaknumfor,Biak Numfor,94,Papua,9,Papua,Biak Numfor,473.39,483.1,518.31,560.15,614.7,752.48,798.76,721.32,733.55,811.22,800.61,825.89,858.58,911.2,928.32,915.23
489,9419,9419,sarmi,Sarmi,94,Papua,9,Papua,Sarmi,411.14,424.07,454.18,493.95,538.49,591.01,606.55,637.78,666.04,691.35,679.61,665.98,671.68,701.97,719.48,722.6
490,9420,9420,keerom,Keerom,94,Papua,9,Papua,Keerom,366.07,379.43,406.88,441.6,482.56,508.36,551.98,578.97,599.29,637.83,637.12,645.97,651.25,662.91,679.05,681.33
491,9426,9426,waropen,Waropen,94,Papua,9,Papua,Waropen,260.58,273.13,296.56,321.37,353.2,386.5,422.76,459.89,483.83,510.81,504.16,517.43,532.05,528.22,543.49,555.49
492,9427,9427,supiori,Supiori,94,Papua,9,Papua,Supiori,154.37,160.01,171.35,184.97,202.07,212.02,220.2,225.5,230.62,230.87,230.94,227.17,228.4,238.45,242.78,244.66
493,9428,9428,mamberamoraya,Mamberamo Raya,94,Papua,9,Papua,Mamberamo Raya,208.18,219.17,235.82,254.59,279.99,292.91,301.59,322.47,348.2,362.93,349.97,346.76,350.62,360.01,367.51,372.39
494,9471,9471,kotajayapura,Jayapura City,94,Papua,9,Papua,Kota Jayapura,5812.22,6024.29,6474.68,7034.02,7176.2,7552.85,7979.31,8479.24,8510.84,8761.85,8790.01,9365.07,9448.99,9656.63,9799.68,9899.56
495,9501,9401,merauke,Merauke,95,Papua Selatan,9,Papua,Merauke,1352.44,1387.37,1483.99,1600.42,1749.47,1836.2,1904.64,2017.55,2044.27,2113.25,2075.73,2156,2170.43,2203.57,2373.88,2334.91
496,9502,9413,bovendigoel,Boven Digoel,95,Papua Selatan,9,Papua,Boven Digoel,460.36,476.67,513.54,560.09,400.99,429.75,458.29,491.21,515.66,533.01,533.03,532,532.27,548.6,591.95,588.8
497,9503,9414,mappi,Mappi,95,Papua Selatan,9,Papua,Mappi,446.58,462.11,499.02,541.07,594.48,625.26,649.71,676.49,690.09,718.63,690.96,710.61,717.45,755.09,810.51,807.47
498,9504,9415,asmat,Asmat,95,Papua Selatan,9,Papua,Asmat,481.54,497.12,534.43,577.7,633.58,682.53,736.96,770.44,815.31,858.71,835.51,835.81,841.36,857.3,920.23,893.93
499,9601,9412,mimika,Mimika,96,Papua Tengah,9,Papua,Mimika,1553.49,1609.79,1728.76,1855.04,3208.68,3381.93,3397.08,3067.58,3072.73,3095.16,2993.02,3075.78,3081.2,3170.34,3481.69,3448.4
500,9602,9434,dogiyai,Dogiyai,96,Papua Tengah,9,Papua,Dogiyai,148.31,155.89,169.21,184.71,214.14,245.32,277.9,310.89,332.71,367.82,378.3,374.06,386.28,389.92,421.9,425.69
501,9603,9436,deiyai,Deiyai,96,Papua Tengah,9,Papua,Deiyai,121.06,129.07,139.61,152.39,167.08,178.02,191.81,199.76,208.51,214.51,215.15,211.19,213.58,215.65,233.71,235.5
502,9604,9404,nabire,Nabire,96,Papua Tengah,9,Papua,Nabire,850.36,877.47,940.82,1023.29,1118.55,1166.64,1190.46,1197.21,1199.89,1152.08,1103.97,1147.17,1133.18,1161.79,1319.96,1388.93
503,9605,9410,paniai,Paniai,96,Papua Tengah,9,Papua,Paniai,397.74,408.73,436.49,471.27,513.97,540.25,550.31,613.07,627.02,631.29,625.06,624.81,641.47,654.05,703.41,708.47
504,9606,9435,intanjaya,Intan Jaya,96,Papua Tengah,9,Papua,Intan Jaya,144.1,151.98,166.46,182.22,199.43,210.29,225.15,246.46,255.95,269.05,262.25,257.16,263.59,267.79,287.87,292.78
505,9607,9433,puncak,Puncak,96,Papua Tengah,9,Papua,Puncak,187.94,194.46,210.29,230.8,253.5,277.76,297.21,318.83,323.12,332.41,337.81,343.96,346.72,355.6,385.64,385.91
506,9608,9411,puncakjaya,Puncak Jaya,96,Papua Tengah,9,Papua,Puncak Jaya,306.02,312.39,331.98,356.66,391.2,408.72,419.8,430.38,437.55,440.95,440.68,440.95,446.49,451.89,488.48,490.95
507,9701,9429,nduga,Nduga,97,Papua Pegunungan,9,Papua,Nduga,171.6,179.22,193.36,210.2,230.97,242.97,258.7,291.9,297.82,308.21,309.97,306.9,305.39,314.6,337.39,339.81
508,9702,9402,jayawijaya,Jayawijaya,97,Papua Pegunungan,9,Papua,Jayawijaya,678.72,700.09,751.24,814.52,895.68,938.85,982.36,1094.22,1114.08,1179.99,1114.68,1110.32,1123.83,1179.58,1279.77,1313.58
509,9703,9430,lannyjaya,Lanny Jaya,97,Papua Pegunungan,9,Papua,Lanny Jaya,206.97,224.05,245.1,265.46,291.25,303.19,338.5,376.31,404.46,433.06,438.32,440.39,444.02,456.47,487.29,491.34
510,9704,9418,tolikara,Tolikara,97,Papua Pegunungan,9,Papua,Tolikara,301.45,312.06,328.57,357.33,392.92,414.86,453.05,479.04,480.85,482.02,492.26,503.23,516.03,518.16,561.21,564.2
511,9705,9431,mamberamotengah,Central Mamberamo,97,Papua Pegunungan,9,Papua,Mamberamo Tengah,177.19,183.76,197.34,214.14,233.89,246.33,272.4,285.69,290.17,316.79,320.18,327.65,336.34,347.08,369.41,371.02
512,9706,9432,yalimo,Yalimo,97,Papua Pegunungan,9,Papua,Yalimo,144.46,149.05,160.43,174.46,191.37,207.07,229.73,248.26,251.99,272.98,277.02,276.79,293.85,305.08,326.01,328.21
513,9707,9416,yahukimo,Yahukimo,97,Papua Pegunungan,9,Papua,Yahukimo,363.36,381.3,416.82,457.96,502.52,549.88,604.13,644.43,664.85,665.65,625.38,626.01,632.36,644.17,680.77,676.26
514,9708,9417,pegununganbintang,Pegunungan Bintang,97,Papua Pegunungan,9,Papua,Pegunungan Bintang,283.57,291.16,310.93,336.12,367,381.83,398.17,407.47,418.74,421.1,420.8,420.72,429.75,441.93,463.09,465.07
